,Constituency,Party,Total_Expenses,Name_of_Member,State,Attendance_days,Criminal_Cases,Education,Total_Assets,Liabilities,ratio_ex_as,attendance
5,Alappuzha,INC,1498732,Shri  K. C.  Venugopal                                         ,Kerala                                                      ,0,0,Post Graduate,3533704,203374,0.424124941,0
324,Sonipat,INC,1054980,Shri  Jitender  Singh                                             ,Haryana                                                     ,0,0,Graduate Professional,1779080,0,0.592991883,0
340,Thiruvananthapuram,INC,1859879,Dr.  Shashi  Tharoor                                           ,Kerala                                                      ,0,1,Doctorate,212442472,0,0.008754742,0
220,Lakhimpur,INC,1578937,Smt.  Ranee  Narah                                             ,Assam                                                       ,0,1,Graduate,53976290,0,0.029252418,0
201,Khandwa,INC,1611237,Shri  Arun  Yadav                                             ,Madhya Pradesh                                              ,0,1,Graduate,53289688,27562966,0.030235437,0
293,Ranchi,INC,1918174,Shri  Subodh Kant  Sahay                                             ,Jharkhand                                                   ,0,1,Graduate,27179918,0,0.070573208,0
304,Sangli,INC,1780344,Shri  Pratik  Patil                                             ,Maharashtra                                                 ,0,1,Others,22137000,1358000,0.080423906,0
15,Amravati,SHS,1805782,Shri  Anandrao  Adsul                                             ,Maharashtra                                                 ,0,1,Graduate,17708418,0,0.101973084,0
143,Hardwar,INC,1807928,Shri  Harish  Rawat                                             ,Uttarakhand                                                 ,0,1,Graduate Professional,11825335,0,0.152885986,0
37,Baharampur,INC,1950856,Shri  Adhir Ranjan  Chowdhury                                         ,West Bengal                                                 ,0,4,10th Pass,29943557,1926083,0.065151111,0
242,Mavelikkara,INC,1206050,Shri    Kodikunnil  Suresh                                ,Kerala                                                      ,0,4,Graduate Professional,1652747,77210,0.729724513,0
